ADXL_X,ADXL_Y,ADXL_Z,ITG_X,ITG_Y,ITG_Z,MMA_X,MMA_Y,MMA_Z
0.1678683978191829,-1.0992966242282094,-0.6243281347697197,3.00258107039242,-30.97356468114258,-58.61168986802469,0.1585012163907703,-1.128677857514352,-0.6230802406074623
0.1439725543437031,-1.1029171616397382,-0.6670653137980889,0.9932612359877312,-31.807249351357417,-64.24194694905644,0.1349628802865979,-1.124728876031249,-0.6660091305929543
0.1186744503883657,-1.0971353325695374,-0.6676455453100663,-0.1916560208076663,-31.568255355508764,-70.58308142163757,0.1060913923294515,-1.120333169095523,-0.672005125665345
0.0720762260285972,-1.1089356943782491,-0.6193927344883579,-0.755875373225245,-28.86757855125527,-76.14175939114153,0.0635399780258641,-1.1414230488173434,-0.6216504317770803
0.0688969145247296,-1.1357621773108295,-0.5804204324714273,-0.3627974225305624,-23.696718329159367,-80.5168210933658,0.058259793446148,-1.168707986735695,-0.5771225268355351
0.1052232988719658,-1.1944651471156318,-0.547462329959433,-1.171341833804134,-17.876053801988384,-84.87019468707574,0.0851803991864332,-1.2189414525980615,-0.5485667691619174
0.1072574959412882,-1.2262809423421617,-0.5372977993155819,-1.8801921187996675,-10.885557807401462,-87.89140400622766,0.0894063584147838,-1.2603811595105734,-0.5429684907194019
0.1006986800847642,-1.2537716024054062,-0.5698839467933541,-2.3119733362360564,-2.493605772409936,-89.43845496202599,0.0833588371501712,-1.287695774610572,-0.5696283801545627
0.0708013112335623,-1.314536518543106,-0.5740024202385428,-3.190525104146185,5.230228794669866,-90.44808648183908,0.0595567997999614,-1.3379592749225837,-0.5798751500301115
-0.0165140946845894,-1.2817132507849966,-0.5893119567743792,-1.6739124634902052,7.835989675264903,-88.16001454897487,-0.0181741614205983,-1.3108591501313458,-0.5966485400578608
-0.0813086465967822,-1.190064231841362,-0.5726718625768581,1.2674088254114926,3.492351961528096,-79.15670025193968,-0.0927146063737789,-1.2167792255786427,-0.5760152231704139
-0.0454207033022439,-1.0607481902480005,-0.5079461083108964,5.707665677185381,-2.591891030854777,-67.48080510218892,-0.0534116722920325,-1.0907292719701804,-0.5118567147593134
-0.0100102298003839,-0.8476958314212233,-0.4239717511866797,8.204706331524095,-7.04180130425135,-55.69061413696862,-0.0289486796338061,-0.887953020150084,-0.4319143314136112
0.0369325085783564,-0.670479348832255,-0.3308913741745717,4.847651801439505,-11.188233805625371,-41.07984587726436,0.0062759906953291,-0.7144133007181912,-0.3393957773784175
0.1553308960465889,-0.5741712296053278,-0.2672871843912665,-2.4131931644625144,-17.983720534388375,-30.50002880110073,0.1464889132700383,-0.6093861497718005,-0.2553662135623999
0.1595262193716823,-0.563010834382979,-0.1627975324181417,-8.418118280711534,-25.82052839425113,-23.74868347061082,0.1357110382552076,-0.5816980521407562,-0.1384425295909914
0.1410728014237643,-0.5723293608579613,-0.1106645506947464,-8.748793947857827,-32.260436684193905,-15.154775504754758,0.114290637871932,-0.5963933272705115,-0.0949804134269424
0.0774932939275116,-0.5477351778855746,-0.1147842906885284,-9.209530440389344,-43.77195299607138,-10.30578718702908,0.0710210516962838,-0.5699036857918515,-0.1057193100352278
-0.1367019209905726,-0.4820491051370227,-0.1772864466168873,-9.01801893812303,-58.80875649606634,-2.0549708222935386,-0.1540259015568171,-0.4995084933199085,-0.1582708748047711
-0.1588807207779364,-0.3916653053767057,-0.3040101415881188,-8.157115140832868,-71.31043612655478,14.349628580451627,-0.1632631016058754,-0.4096215185769398,-0.2894170059508876
-0.1148722131799322,-0.2902201088931494,-0.4971073205150955,-6.443144605738315,-81.07722766487974,25.033040980296335,-0.1156693835272312,-0.3040191391998579,-0.5002249056688843
-0.0908015880062234,0.0084821880150142,-1.0443198155095346,-1.44048759728162,-77.04926337358583,34.4791082464158,-0.11274439792435,-0.0057663310341036,-1.0567672646051147
-0.0016003876959711,0.1138917319283329,-1.3892382987704175,-7.629797726446685,-59.7768795148797,46.03012093246088,-0.0049381465895029,0.1092826600975297,-1.4394825225572905
-0.0327311458737051,-0.2355763724735736,-1.081849336686994,-21.86624279842966,-58.54194674237358,34.688772346478004,-0.013529627615661,-0.2474020180991449,-1.1398564797269377
-0.0064138805458417,-0.8265418260226278,-0.6438490675452764,-36.43324155306394,-76.56968521302427,5.0459480833736565,-0.021189991980022,-0.8031985831503822,-0.6600896431189686
-0.0850221585247276,-1.5996570833262664,-0.4608802390423552,-40.57555445143117,-62.07788300220379,-20.49118731377102,-0.1507724598042842,-1.5404887024166458,-0.4698282805592012
-0.1745713647710084,-1.3831646283632713,-0.8042109069890095,-37.17247503448954,8.124185967685452,-43.624497013576,-0.221147644148759,-1.401660200621687,-0.8333531845255322
0.099416240478564,-0.2940018796614938,-1.2047431088139606,-64.83732560775074,62.36757429805783,-49.748674954843445,0.1163486749144081,-0.3400832279770221,-1.242180305224165
0.1857807812827713,-0.1278381946783916,-1.1525779766892972,-82.71141014998395,41.74549003639376,-37.63950514954356,0.2346738044095293,-0.1042706483765271,-1.173964254042858
0.1322463314817639,-0.536053468554651,-0.864285629613849,-36.79984558221923,-14.489060675370943,-25.698488309744604,0.1655966005053764,-0.4844197497521417,-0.8813170486026156
0.3391479245554386,-0.6777516797737108,-0.5307599486584185,25.668815519767595,-60.70293187397071,-12.704585571905003,0.3389831434093221,-0.646789981653653,-0.552910651376547
0.4460083657475734,-0.6806002701209211,-0.4668640666815904,61.24295117112427,-89.86442354096638,-4.127201722886314,0.4401155546755066,-0.6887519494058779,-0.4533042972688215
0.3834895713692959,-0.628444458637368,-0.6748836638768251,61.12867126970676,-95.99674338134776,1.697094989117022,0.3671559212092917,-0.6770816082753652,-0.6413220293951316
0.2834281965416191,-0.6797040694156931,-0.8691788818364388,26.86154637036131,-79.66722187999147,9.516785211706535,0.2450599307943687,-0.7276160719643976,-0.8727982846803664
0.1821142755935037,-0.819188727964294,-0.9546979083894196,-11.482449870415437,-57.40637691403415,12.400254118618166,0.1552950294646287,-0.8356762929863553,-0.972782923832992
0.1438890677116566,-1.0129971418868615,-0.9390785680636315,-22.137260114267384,-43.27962022068961,11.761166627853758,0.130725400811685,-1.0183620714383677,-0.9396337836928248
0.0773131084545437,-1.1934726490578431,-0.9358674796359512,-9.626805769789314,-35.2278834518437,9.894448363048925,0.0671150754762605,-1.204255817250306,-0.9442548680793628
-0.0241960051655935,-1.252276930111379,-0.9430535572876412,1.6172580290081668,-30.824887385951943,13.127676093047588,-0.0230223416443567,-1.2819892526521808,-0.954046804722055
-0.1026187016559408,-1.2861254358705896,-0.9345121455637316,3.3232922797393374,-33.341376219589954,23.37815913682133,-0.0867591141166023,-1.3227629532677867,-0.9424838588067506
-0.1141159798425577,-1.4337918983210285,-0.9435382126092086,-0.8200444212199532,-43.854167658164414,37.78048551610698,-0.0893135503445091,-1.453422314420779,-0.9604962978346148
-0.0555633731214927,-1.6026010940173647,-1.0194381470496074,-0.6296012424816093,-60.59207238670978,56.3302533908631,-0.0314997030089677,-1.6251451258373093,-1.0318208042007777
-0.0871239694848906,-1.5611677514618123,-1.1369732759278874,10.267111435858263,-73.79655846446074,65.7534640262929,-0.0658764248614256,-1.593734945459523,-1.148658189506417
-0.1863727737188847,-1.4781545751531224,-1.1377339214115263,21.43537393771401,-76.07382237190681,61.91690695803603,-0.1735046824369344,-1.506760701633382,-1.1532045069132897
-0.2312709984615205,-1.4593719572915884,-1.0486402719864027,24.0013225240474,-70.0115326514223,52.31543876807961,-0.2302196838593808,-1.483497836626162,-1.0701419406550237
-0.2867586161944088,-1.3309580231056437,-0.9983269217983176,19.59493905166223,-59.907390530103314,38.14577641463547,-0.2920818383915859,-1.377097063005153,-1.0208329627055062
-0.3485767617818831,-1.164900606039548,-0.9769305306110224,11.71455987929676,-49.102175874867946,24.728736931762317,-0.3528340534823442,-1.223182147413605,-0.987659014528711
-0.3819909929610721,-1.0158945679463367,-0.9053779875789404,2.484152354061977,-41.524917913044376,12.942957323844986,-0.3842018968793333,-1.0504807151230495,-0.9142900375317702
-0.3907252945133658,-0.901169701113535,-0.753479256422273,-3.883917343217698,-39.82629634097627,3.168513826324417,-0.3975008028692989,-0.9168519092879236,-0.7565910101669593
-0.3654534136403074,-0.7702566975149752,-0.6128717381672126,-5.018440881684878,-40.53477984773349,-1.6818270939822864,-0.3794761045570283,-0.783577524842455,-0.6128235843323304
-0.356257015561584,-0.4997042908378964,-0.5561219557736349,-6.706926678511198,-38.72036371081917,-4.495428342512679,-0.3744432144049702,-0.5430990140804415,-0.5639911501587569
-0.3145141338506115,-0.2861680511072463,-0.4574847567914567,-15.275278732324054,-30.818072812533245,-3.096891839191996,-0.3371512638495852,-0.3285944570965409,-0.4647501708756487
-0.2129834204173209,-0.1794772337505761,-0.2265243330341691,-27.245228934895216,-19.307483906262352,-0.963827605612741,-0.2466104731050282,-0.205126143421877,-0.2325374744561024
-0.1306027393334829,-0.0430933669545526,-0.0671008402884992,-36.168490768568695,-9.133158444754622,-3.4436090084887625,-0.1706653023344912,-0.0911795565134766,-0.0692423669722671
-0.0146806479470267,0.0173586311354228,-0.0964358320724737,-46.13503494380572,5.193051474734578,-5.770498048149004,-0.0608181437992876,-0.0050797504884225,-0.0846732352968661
0.1227516158717812,0.0352380575381766,-0.143766727919521,-56.86867662598266,23.75369190053703,-9.573186805018162,0.0702403418344844,0.0348876768412387,-0.1284939804351423
0.2103393426726252,0.078402374192233,-0.128981869967372,-55.17013976021601,40.3704996745448,-13.533208289696736,0.1596020781974166,0.0723135954423794,-0.1229448047393182
0.3065457303147404,0.0801945856766407,-0.1320772257765171,-39.629542498887226,54.11751369602317,-12.963103446243265,0.2552892668159361,0.0859375411970889,-0.1286383549818768
0.381553981384975,0.0719253198778027,-0.2221275208647589,-24.35677948770624,62.920947292036445,-9.472847323881808,0.3490713309021106,0.0666308340863066,-0.2309261245806731
0.3498615397374512,0.0776527785303242,-0.4158815844230733,-15.755152099929685,64.0191623047596,-4.472929876133836,0.3460027338806325,0.0685747326490282,-0.4287601232445822
0.2322428091591006,0.080022150169168,-0.59137999106999,-8.803745444535362,54.667920988497656,-1.9162352961795284,0.2261593236119831,0.0774727771022816,-0.5962506205274463
0.053600459841307,-0.0622765484376674,-0.585570099484538,-1.565895376857786,40.1551687119326,1.4306331148388938,0.0576730640878704,-0.0533877658124114,-0.6061604333647846
-0.1916024013565576,-0.3747148282460369,-0.4375870631033757,10.9709090936482,21.12640855072496,2.371651078117201,-0.160127457995071,-0.3553163176449342,-0.4510558456579738
-0.4255269666516555,-0.5729795325635684,-0.3658096131880207,34.691365051890536,-10.428669317488376,-6.377422050828301,-0.4053611920984539,-0.5743532335789328,-0.3581645782287301
-0.5000893737237062,-0.5893207269125358,-0.5553564242958006,52.35260960251602,-43.802300608047126,-8.669547160901402,-0.5009981859067707,-0.6153462755427814,-0.5401716749521682
-0.4377783805650209,-0.5403159450855524,-0.8745045793935657,47.48035823706991,-62.70339174477307,0.0478159343245752,-0.4440839139259059,-0.5779087167539122,-0.8626692053747796
-0.4057585174884772,-0.4852616913160138,-0.9801269981354548,33.36560745852057,-62.17903880610158,6.149579145749066,-0.4128709621957931,-0.5160910726151935,-1.003775415001452
-0.4273879462339885,-0.5098940953041533,-0.8281251064360495,23.282896576237462,-50.6970914368868,3.2736351874987832,-0.4314293650972792,-0.5403456623171212,-0.8614093859613631
-0.4629582887159305,-0.5408753845843189,-0.6453290637656535,13.010134027470418,-40.354032196238094,-7.413205065639602,-0.4702304943272992,-0.582835737725146,-0.6580608027157144
-0.4797978194080075,-0.5621951330774573,-0.5278315648780445,-1.2037098782564029,-30.96154207109075,-15.830606763826374,-0.4905544579438619,-0.5955204432835162,-0.5344237154673002
-0.4284104896396196,-0.684584460546838,-0.4857474069399574,-12.767383241922396,-24.4661115360218,-22.526176177766946,-0.4337524698416786,-0.7065172907938662,-0.49880561763308
-0.337298740723663,-0.7900847072548383,-0.5842799683526831,-13.55700239517392,-22.75698856549703,-32.681570100955646,-0.3416335933777754,-0.8058329097467557,-0.5944585967551863
-0.2100124490485581,-0.8290543002000228,-0.7446218901126591,-8.637691909352238,-20.749923300931123,-40.74634981116089,-0.2199689810650849,-0.837695610626793,-0.7479136349670066
-0.0658014050579891,-0.9238234463154128,-0.825663800224373,-7.361801486574596,-15.096692017220136,-46.0153510552209,-0.0722940479694131,-0.9445030238029928,-0.8468200207955321
0.077865785031001,-1.10395988611217,-0.8683127672598361,-8.954793252880329,-6.783419315443802,-52.978786749059886,0.0563164343520203,-1.130643974179436,-0.8884815624563225
0.208629969118863,-1.3122493126773445,-0.932812276645368,-10.65593581212918,0.5783518226216432,-66.99183807405807,0.175012548504005,-1.3236143784047751,-0.9433888927170272
0.2401044786490351,-1.4759902404566296,-1.0081253361935658,-10.41780147379883,9.344238794310169,-89.97938607796539,0.2227313824775098,-1.4995675170378753,-1.0162847854557944
0.273652824585945,-1.5399027529449407,-1.0507556540266372,-5.087430336647841,23.13984063802978,-116.09045029377812,0.2472971712822687,-1.5599968459406908,-1.0502992666779694
0.3486737463094446,-1.441748925133572,-1.0617980847226227,3.412671252384664,38.780941523052654,-131.3825815957095,0.3352066846640683,-1.4488894557432457,-1.075410047712968
0.3404208675609508,-1.2948004314466168,-1.099475571006085,8.169093679833354,52.69863499789262,-123.47770709967718,0.3408150018485836,-1.3374868750088154,-1.1146452830399871
0.2849069563763424,-1.2122186489654037,-1.0739675139914646,4.27704050913882,68.2070363114712,-96.21330630243165,0.250960642411705,-1.2548122130387516,-1.0834594549844534
0.1803645459377498,-1.130651702607869,-0.9349812576934516,-6.702943227289831,83.45995304718187,-60.82384308490022,0.1633459589109318,-1.159010118812,-0.9483433194429378
0.1106800855325763,-1.0648798299120756,-0.7871763829955768,-18.9082319306216,86.74205935733013,-29.27354781790129,0.1087268451246175,-1.098544163890541,-0.7893296402866253
0.1323472736279795,-0.961907209084187,-0.637727779331465,-24.56359507215958,80.38662454802542,-8.882086372107102,0.1185648744357475,-0.9826812770485404,-0.64062838929118
0.0678766966794908,-0.7906734332948785,-0.4905183012715037,-18.360315412117014,72.09034529846997,2.4202419554531858,0.0807045236702617,-0.8114850456309867,-0.4976256903032189
-0.0217217736367338,-0.6258304248123184,-0.3704451609675617,-1.8348308221777032,58.65694352682264,8.665564816440785,-0.0227128531745655,-0.6368298096409394,-0.3662365140889486
-0.0740195494851422,-0.4638318778903522,-0.2654660358123457,17.73441671997385,42.15086316910498,11.89147225060984,-0.0769253937008544,-0.4695447180998972,-0.2664427794596833
-0.183164769353975,-0.3305879364993844,-0.2021565156598753,32.076735380623404,26.49925143209588,11.780888771278216,-0.1497164985531946,-0.3586009752861487,-0.207466025412979
-0.2687520560001904,-0.2432791967380918,-0.1455911430949486,39.89167815040892,10.132357434609183,13.494480021963485,-0.2635786148086752,-0.2703246893593108,-0.131135692504612
-0.2449993160622384,-0.199162092481679,-0.0996834831487047,41.18105045424299,-7.71929599278262,18.10161860619666,-0.2596578664066731,-0.2121445215973627,-0.0923125233791468
-0.1548938207969037,-0.1568247254178818,-0.1520604838085041,32.98491199484084,-24.526238402074128,19.955057320027382,-0.1573565863971293,-0.1749632463721444,-0.1590487327507559
-0.0995864010073422,-0.0503287007581463,-0.3319854743169685,20.761057509807618,-36.10557209116129,21.50386449383457,-0.1119838008667982,-0.0713030366178128,-0.3231022832382779
-0.1009561138000996,0.0928513531513735,-0.6315939645695566,10.74615103953334,-45.03704384838659,25.14167941667013,-0.1076170431020241,0.0721949413500495,-0.6290482007732491
-0.1267034366424207,0.1635341078577467,-0.8699685145908592,2.5805052257909917,-52.88280333533895,29.188685700885216,-0.1302672622082719,0.1410578845679067,-0.8900418328096433
-0.0959659279623423,0.0540918333794284,-0.905317620550629,-3.031067386414327,-52.512222458040505,27.43380746419695,-0.117241950147484,0.040011056557502,-0.927181056311026
0.0609421293318562,-0.2156128479619024,-0.8098108153109572,-8.319274238180448,-40.32285615417479,18.089913844254458,0.0314768950325494,-0.2167811189497948,-0.8258259728205581
0.1958770706155349,-0.566652201966747,-0.6044729725710939,-9.89013098977244,-19.90227237341084,7.880734960333442,0.1515475882003744,-0.5459133953850897,-0.6198137230639825
0.1934336778348368,-0.8197191796635093,-0.543270529028439,0.9356799262209026,6.678174862538586,-6.954297140245291,0.1352022768967806,-0.82113322690832,-0.5454912923025179
0.0981635235922139,-0.7865425005780339,-0.8067540484578682,10.671916888732737,39.30397699176616,-27.12627780893033,0.0688754379030932,-0.8335749132427263,-0.8030830907023221
0.0459663524573787,-0.5586280247305471,-1.0098998010675917,3.2698646057798983,63.53702054713846,-38.01125624229907,0.0567486241058774,-0.5888540887587366,-1.0312070415761845
0.0724038581979673,-0.3681100123239117,-0.9401817457386556,-4.419738531889541,62.040072042282574,-31.60854703597743,0.0889690852526661,-0.3706793484967796,-0.9692623202895626
0.0478091106151801,-0.370160298344811,-0.7661849635493012,5.99061604376113,41.34026523721777,-15.413373897178014,0.0647450584347092,-0.3696015819213056,-0.7892172245563445
0.0499880319788744,-0.5315668380954155,-0.5954639650510696,24.690020630565748,14.67783863910664,-1.6347784013633209,0.0691962189772784,-0.5444100940880141,-0.6086897344144981
0.1431076162170984,-0.7357799689291553,-0.495131710472697,38.33693163446084,-11.64865840825751,6.615422687496554,0.1400044744830745,-0.7554442513754083,-0.4914447364526813
0.1898596321965961,-0.9256987111787406,-0.5648478600480976,41.83233800689194,-31.344728067014728,16.447913891088977,0.1781106270918158,-0.9449855120564332,-0.5619582945082027
0.1636415572114545,-1.0616510391354212,-0.8141377301940433,29.78399676217024,-45.2118993310711,30.51646760541178,0.1688537674407915,-1.1010101092711553,-0.805069354508978
0.1392205383217704,-1.1521904992306786,-1.06607820377403,8.335989725227595,-53.294180859252144,41.70953058249212,0.1341046022063159,-1.1782352073168143,-1.064274660522733
